contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026032404011174,HURJA,,,22,297.9,6553.8,2026-03-24,182583611,2824,,,2026-03-24T11:49:35.280393,Himalaya Urja Bikas Company Limited
2026032404011173,HURJA,,,15,297.9,4468.5,2026-03-24,182583608,2824,,,2026-03-24T11:49:35.280112,Himalaya Urja Bikas Company Limited
2026032403003127,MNBBL,,,10,406.5,4065,2026-03-24,182583607,474,,,2026-03-24T11:49:35.16783,Muktinath Bikas Bank Ltd.
2026032404011172,API,,,50,361,18050,2026-03-24,182583605,697,,,2026-03-24T11:49:34.898654,Api Power Company Ltd.
2026032405008231,HDL,,,48,1252,60096,2026-03-24,182583602,235,,,2026-03-24T11:49:34.747197,Himalayan Distillery Limited
2026032401008391,TTL,,,10,930.1,9301,2026-03-24,182583601,9262,,,2026-03-24T11:49:34.307153,Trade Tower Limited
2026032401008390,DHEL,,,70,705,49350,2026-03-24,182583598,9293,,,2026-03-24T11:49:34.25405,Daramkhola Hydro Energy Limited
2026032404011171,HDHPC,,,972,264.7,257288.4,2026-03-24,182583597,2880,,,2026-03-24T11:49:34.001749,Himal Dolakha Hydropower Company Limited
2026032404011170,HDHPC,,,900,264,237600,2026-03-24,182583594,2880,,,2026-03-24T11:49:34.001702,Himal Dolakha Hydropower Company Limited
2026032404011169,HDHPC,,,128,263.5,33728,2026-03-24,182583592,2880,,,2026-03-24T11:49:34.00165,Himal Dolakha Hydropower Company Limited
2026032405008230,SIKLES,,,20,646.6,12932,2026-03-24,182583591,8126,,,2026-03-24T11:49:33.787542,Sikles Hydropower Limited
2026032405008229,NTC,,,10,915,9150,2026-03-24,182583589,307,,,2026-03-24T11:49:33.505554,Nepal Doorsanchar Company Limited
2026032404011168,HDHPC,,,50,263.5,13175,2026-03-24,182583587,2880,,,2026-03-24T11:49:33.063063,Himal Dolakha Hydropower Company Limited
2026032401008389,NABIL,,,10,545,5450,2026-03-24,182583585,131,,,2026-03-24T11:49:32.745842,Nabil Bank Limited
2026032405008228,NYADI,,,10,455,4550,2026-03-24,182583583,8026,,,2026-03-24T11:49:32.735308,Nyadi Hydropower Limited
2026032404011167,NHPC,,,10,305.1,3051,2026-03-24,182583580,152,,,2026-03-24T11:49:32.429481,National Hydro Power Company Limited
2026032404011166,GHL,,,500,277.8,138900,2026-03-24,182583579,2806,,,2026-03-24T11:49:32.419232,Ghalemdi Hydro Limited
2026032404011165,AKJCL,,,1500,417,625500,2026-03-24,182583576,2788,,,2026-03-24T11:49:32.364266,Ankhu Khola Jalvidhyut Company Ltd
2026032404011164,NGPL,,,51,499,25449,2026-03-24,182583575,2743,,,2026-03-24T11:49:31.773844,Ngadi Group Power Ltd.
2026032404011163,NGPL,,,1260,499,628740,2026-03-24,182583572,2743,,,2026-03-24T11:49:31.773594,Ngadi Group Power Ltd.
2026032404011162,NGPL,,,50,498.9,24945,2026-03-24,182583570,2743,,,2026-03-24T11:49:31.77334,Ngadi Group Power Ltd.
2026032404011161,NGPL,,,52,498.9,25942.8,2026-03-24,182583568,2743,,,2026-03-24T11:49:31.773087,Ngadi Group Power Ltd.
2026032404011160,NGPL,,,800,498.9,399120,2026-03-24,182583566,2743,,,2026-03-24T11:49:31.772795,Ngadi Group Power Ltd.
2026032404011159,NGPL,,,25,498.9,12472.5,2026-03-24,182583564,2743,,,2026-03-24T11:49:31.772535,Ngadi Group Power Ltd.
2026032404011158,NGPL,,,500,498.7,249350,2026-03-24,182583562,2743,,,2026-03-24T11:49:31.77226,Ngadi Group Power Ltd.
2026032404011157,NGPL,,,475,498.6,236835,2026-03-24,182583560,2743,,,2026-03-24T11:49:31.772005,Ngadi Group Power Ltd.
2026032404011156,NGPL,,,500,498.5,249250,2026-03-24,182583558,2743,,,2026-03-24T11:49:31.771756,Ngadi Group Power Ltd.
2026032404011155,NGPL,,,261,498.5,130108.5,2026-03-24,182583556,2743,,,2026-03-24T11:49:31.771491,Ngadi Group Power Ltd.
2026032404011154,NGPL,,,23,498,11454,2026-03-24,182583554,2743,,,2026-03-24T11:49:31.771214,Ngadi Group Power Ltd.
2026032404011153,NGPL,,,500,498,249000,2026-03-24,182583552,2743,,,2026-03-24T11:49:31.770869,Ngadi Group Power Ltd.
2026032404011152,NGPL,,,76,498,37848,2026-03-24,182583550,2743,,,2026-03-24T11:49:31.770434,Ngadi Group Power Ltd.
2026032404011151,NGPL,,,100,498,49800,2026-03-24,182583548,2743,,,2026-03-24T11:49:31.770014,Ngadi Group Power Ltd.
2026032404011150,NGPL,,,13,498,6474,2026-03-24,182583546,2743,,,2026-03-24T11:49:31.769539,Ngadi Group Power Ltd.
2026032404011149,NGPL,,,314,497.9,156340.6,2026-03-24,182583544,2743,,,2026-03-24T11:49:31.768987,Ngadi Group Power Ltd.
2026032404011148,AKPL,,,1115,308.9,344423.5,2026-03-24,182583542,2757,,,2026-03-24T11:49:31.396195,Arun Kabeli Power Ltd.
2026032405008227,ULHC,,,10,552,5520,2026-03-24,182583540,9208,,,2026-03-24T11:49:31.240294,Upper Lohore Khola Hydropower Company Limited
2026032405008226,SPHL,,,10,573,5730,2026-03-24,182583538,8121,,,2026-03-24T11:49:31.115573,Sayapatri Hydropower Limited
2026032405008225,SHIVM,,,200,720,144000,2026-03-24,182583537,2809,,,2026-03-24T11:49:31.098586,SHIVAM CEMENTS LTD
2026032404011147,UNHPL,,,520,538,279760,2026-03-24,182583535,2831,,,2026-03-24T11:49:30.531507,Union Hydropower Limited
2026032404011146,SJCL,,,750,358,268500,2026-03-24,182583532,2842,,,2026-03-24T11:49:30.392773,SANJEN JALAVIDHYUT COMPANY LIMITED
2026032404011145,DHPL,,,250,330,82500,2026-03-24,182583531,2754,,,2026-03-24T11:49:29.854091,Dibyashwori Hydropower Ltd.
2026032401008388,SBL,,,107,410.1,43880.7,2026-03-24,182583528,145,,,2026-03-24T11:49:29.79233,Siddhartha Bank Limited
2026032404011144,API,,,40,360.8,14432,2026-03-24,182583526,697,,,2026-03-24T11:49:29.751058,Api Power Company Ltd.
2026032404011143,API,,,20,360.9,7218,2026-03-24,182583525,697,,,2026-03-24T11:49:29.75013,Api Power Company Ltd.
2026032404011142,SHL,,,102,526,53652,2026-03-24,182583522,147,,,2026-03-24T11:49:29.712218,Soaltee Hotel Limited
2026032404011141,UMRH,,,250,585,146250,2026-03-24,182583521,2914,,,2026-03-24T11:49:29.709753,United IDI Mardi RB Hydropower Limited.
2026032404011140,SSHL,,,10,242.5,2425,2026-03-24,182583516,2907,,,2026-03-24T11:49:29.604251,Shiva Shree Hydropower Ltd
2026032403003126,PFL,,,40,431,17240,2026-03-24,182583518,236,,,2026-03-24T11:49:29.600892,Pokhara Finance Ltd.
2026032403003125,PFL,,,500,431.1,215550,2026-03-24,182583517,236,,,2026-03-24T11:49:29.600868,Pokhara Finance Ltd.
2026032403003124,PFL,,,100,432,43200,2026-03-24,182583513,236,,,2026-03-24T11:49:29.600843,Pokhara Finance Ltd.
2026032403003123,PFL,,,360,433,155880,2026-03-24,182583511,236,,,2026-03-24T11:49:29.600802,Pokhara Finance Ltd.
2026032401008387,SOHL,,,10,584.5,5845,2026-03-24,182583508,9311,,,2026-03-24T11:49:29.458419,Solu Hydropower Limited
2026032404011139,AKPL,,,150,308.9,46335,2026-03-24,182583507,2757,,,2026-03-24T11:49:29.42993,Arun Kabeli Power Ltd.
2026032405008224,HDL,,,100,1252,125200,2026-03-24,182583504,235,,,2026-03-24T11:49:29.298678,Himalayan Distillery Limited
2026032403003122,GUFL,,,360,605,217800,2026-03-24,182583502,204,,,2026-03-24T11:49:29.239078,Gurkhas Finance Ltd.
2026032401008386,NIMBPO,,,10,169.9,1699,2026-03-24,182583501,469,,,2026-03-24T11:49:28.72791,Nepal Investment Mega Bank Ltd. Promoter Share
2026032405008223,SPL,,,115,756.2,86963,2026-03-24,182583498,9147,,,2026-03-24T11:49:28.724624,Shuvam Power Limited
2026032404011138,API,,,139,361,50179,2026-03-24,182583497,697,,,2026-03-24T11:49:28.64152,Api Power Company Ltd.
2026032404011137,API,,,100,361,36100,2026-03-24,182583494,697,,,2026-03-24T11:49:28.639885,Api Power Company Ltd.
2026032404011136,API,,,761,361,274721,2026-03-24,182583492,697,,,2026-03-24T11:49:28.637973,Api Power Company Ltd.
2026032405008222,MHCL,,,150,390.1,58515,2026-03-24,182583490,9158,,,2026-03-24T11:49:28.594415,Molung Hydropower Company Limited
2026032404011135,API,,,289,361,104329,2026-03-24,182583489,697,,,2026-03-24T11:49:28.583403,Api Power Company Ltd.
2026032404011134,API,,,211,361,76171,2026-03-24,182583486,697,,,2026-03-24T11:49:28.582489,Api Power Company Ltd.
2026032403003121,MFIL,,,1000,859,859000,2026-03-24,182583485,516,,,2026-03-24T11:49:28.432874,Manjushree Finance Ltd.
2026032403003120,SADBL,,,73,450,32850,2026-03-24,182583482,472,,,2026-03-24T11:49:27.989227,Shangrila Development Bank Ltd.
2026032403003119,SADBL,,,277,450.1,124677.7,2026-03-24,182583481,472,,,2026-03-24T11:49:27.989097,Shangrila Development Bank Ltd.
2026032403003118,SADBL,,,500,451,225500,2026-03-24,182583479,472,,,2026-03-24T11:49:27.988947,Shangrila Development Bank Ltd.
2026032403003117,SADBL,,,150,451,67650,2026-03-24,182583477,472,,,2026-03-24T11:49:27.988726,Shangrila Development Bank Ltd.
2026032404011133,SPDL,,,400,462,184800,2026-03-24,182583475,2759,,,2026-03-24T11:49:27.656371,Synergy Power Development Ltd.
2026032404011132,AHPC,,,18,314.9,5668.2,2026-03-24,182583473,360,,,2026-03-24T11:49:27.357948,Arun Valley Hydropower Development Co. Ltd.
2026032404011131,NGPL,,,20,497,9940,2026-03-24,182583470,2743,,,2026-03-24T11:49:27.302578,Ngadi Group Power Ltd.
2026032401008385,BUNGAL,,,10,653.5,6535,2026-03-24,182583468,9296,,,2026-03-24T11:49:27.089003,Bungal Hydro Limited
2026032405008221,PHCL,,,425,357,151725,2026-03-24,182583467,8133,,,2026-03-24T11:49:26.607752,Peoples Hydropower Company Limited
2026032405008220,PHCL,,,1684,357,601188,2026-03-24,182583464,8133,,,2026-03-24T11:49:26.607206,Peoples Hydropower Company Limited
2026032405008219,PHCL,,,800,356.9,285520,2026-03-24,182583462,8133,,,2026-03-24T11:49:26.606654,Peoples Hydropower Company Limited
2026032405008218,PHCL,,,1950,356.1,694395,2026-03-24,182583460,8133,,,2026-03-24T11:49:26.605852,Peoples Hydropower Company Limited
2026032401008384,SAIL,,,10,1316,13160,2026-03-24,182583458,9301,,,2026-03-24T11:49:26.065098,Shreenagar Agritech Industries Limited
2026032405008217,MEHL,,,470,490,230300,2026-03-24,182583456,9203,,,2026-03-24T11:49:25.868496,Manakamana Engineering Hydropower Limited
2026032401008383,SNLI,,,10,497.4,4974,2026-03-24,182583455,9201,,,2026-03-24T11:49:25.844508,Sun Nepal Life Insurance Company Limited
2026032404011130,GHL,,,16,277.8,4444.8,2026-03-24,182583453,2806,,,2026-03-24T11:49:24.812499,Ghalemdi Hydro Limited
2026032404011129,API,,,50,361,18050,2026-03-24,182583451,697,,,2026-03-24T11:49:24.322298,Api Power Company Ltd.
2026032404011128,LEC,,,18,273.9,4930.2,2026-03-24,182583449,2903,,,2026-03-24T11:49:24.047287,Liberty Energy Company Limited
2026032404011127,MHNL,,,357,315,112455,2026-03-24,182583447,2811,,,2026-03-24T11:49:23.618078,Mountain Hydro Nepal Limited
2026032404011126,LEC,,,100,273,27300,2026-03-24,182583444,2903,,,2026-03-24T11:49:23.232424,Liberty Energy Company Limited
2026032405008216,MHCL,,,110,394.5,43395,2026-03-24,182583443,9158,,,2026-03-24T11:49:23.193468,Molung Hydropower Company Limited
2026032405008215,MHCL,,,190,394.5,74955,2026-03-24,182583440,9158,,,2026-03-24T11:49:23.193327,Molung Hydropower Company Limited
2026032401008382,SNLI,,,1,487.2,487.2,2026-03-24,182583438,9201,,,2026-03-24T11:49:23.042152,Sun Nepal Life Insurance Company Limited
2026032404011125,GLH,,,255,312.5,79687.5,2026-03-24,182583436,2924,,,2026-03-24T11:49:22.855383,GreenLife Hydropower Limited
2026032404011124,GLH,,,455,312.5,142187.5,2026-03-24,182583435,2924,,,2026-03-24T11:49:22.85526,GreenLife Hydropower Limited
2026032404011123,GLH,,,100,312.5,31250,2026-03-24,182583433,2924,,,2026-03-24T11:49:22.855138,GreenLife Hydropower Limited
2026032404011122,GLH,,,250,312.6,78150,2026-03-24,182583431,2924,,,2026-03-24T11:49:22.854818,GreenLife Hydropower Limited
2026032405008214,PHCL,,,50,356.1,17805,2026-03-24,182583429,8133,,,2026-03-24T11:49:22.852112,Peoples Hydropower Company Limited
2026032403003116,MFIL,,,10,852,8520,2026-03-24,182583426,516,,,2026-03-24T11:49:22.24685,Manjushree Finance Ltd.
2026032405008213,SGHC,,,100,434,43400,2026-03-24,182583424,8100,,,2026-03-24T11:49:22.168302,Swet-Ganga Hydropower & Construction Limited 
2026032405008212,SGHC,,,155,434,67270,2026-03-24,182583422,8100,,,2026-03-24T11:49:22.168079,Swet-Ganga Hydropower & Construction Limited 
2026032401008381,SOHL,,,10,584.5,5845,2026-03-24,182583420,9311,,,2026-03-24T11:49:22.141986,Solu Hydropower Limited
2026032404011121,SSHL,,,10,242,2420,2026-03-24,182583419,2907,,,2026-03-24T11:49:21.863629,Shiva Shree Hydropower Ltd
2026032404011120,NGPL,,,404,497,200788,2026-03-24,182583416,2743,,,2026-03-24T11:49:21.776233,Ngadi Group Power Ltd.
2026032404011119,NGPL,,,89,497,44233,2026-03-24,182583415,2743,,,2026-03-24T11:49:21.775647,Ngadi Group Power Ltd.
2026032403003115,VLBS,,,10,835,8350,2026-03-24,182583412,687,,,2026-03-24T11:49:21.604078,Vijaya laghubitta Bittiya Sanstha Ltd.
2026032405008211,SGHC,,,95,434,41230,2026-03-24,182583411,8100,,,2026-03-24T11:49:21.424685,Swet-Ganga Hydropower & Construction Limited 
2026032405008210,SMHL,,,223,540.2,120464.6,2026-03-24,182583408,9146,,,2026-03-24T11:49:20.501057,Super Madi Hydropower Limited
2026032405008209,SMHL,,,200,540.3,108060,2026-03-24,182583407,9146,,,2026-03-24T11:49:20.500732,Super Madi Hydropower Limited
2026032405008208,SMHL,,,500,540.3,270150,2026-03-24,182583405,9146,,,2026-03-24T11:49:20.500407,Super Madi Hydropower Limited
2026032405008207,SMHL,,,377,540.3,203693.1,2026-03-24,182583403,9146,,,2026-03-24T11:49:20.499893,Super Madi Hydropower Limited
2026032405008206,AHL,,,30,521.1,15633,2026-03-24,182583401,9150,,,2026-03-24T11:49:20.492467,Asian Hydropower Limited
2026032401008380,NIMB,,,75,225.7,16927.5,2026-03-24,182583398,132,,,2026-03-24T11:49:20.259324,Nepal Investment Mega Bank Limited
2026032404011118,API,,,239,361,86279,2026-03-24,182583397,697,,,2026-03-24T11:49:19.815319,Api Power Company Ltd.
2026032404011117,API,,,1000,361,361000,2026-03-24,182583394,697,,,2026-03-24T11:49:19.814782,Api Power Company Ltd.
2026032404011116,API,,,100,361,36100,2026-03-24,182583392,697,,,2026-03-24T11:49:19.814248,Api Power Company Ltd.
2026032404011115,API,,,50,361,18050,2026-03-24,182583390,697,,,2026-03-24T11:49:19.813714,Api Power Company Ltd.
2026032404011114,API,,,478,361,172558,2026-03-24,182583388,697,,,2026-03-24T11:49:19.81318,Api Power Company Ltd.
2026032404011113,API,,,12,361,4332,2026-03-24,182583386,697,,,2026-03-24T11:49:19.812647,Api Power Company Ltd.
2026032404011112,API,,,64,361,23104,2026-03-24,182583384,697,,,2026-03-24T11:49:19.812099,Api Power Company Ltd.
2026032404011111,API,,,57,360.9,20571.3,2026-03-24,182583382,697,,,2026-03-24T11:49:19.811147,Api Power Company Ltd.
2026032404011110,RADHI,,,11,906,9966,2026-03-24,182583381,2776,,,2026-03-24T11:49:19.729923,Radhi Bidyut Company Ltd
2026032404011109,RADHI,,,21,906,19026,2026-03-24,182583378,2776,,,2026-03-24T11:49:19.729795,Radhi Bidyut Company Ltd
2026032404011108,RADHI,,,168,906,152208,2026-03-24,182583376,2776,,,2026-03-24T11:49:19.729497,Radhi Bidyut Company Ltd
2026032401008379,SABBL,,,10,1848.1,18481,2026-03-24,182583374,9305,,,2026-03-24T11:49:19.620562,Salapa Bikas Bank Limited
2026032401008378,PURE,,,10,1000,10000,2026-03-24,182583372,9258,,,2026-03-24T11:49:19.560072,Pure Energy Limited
2026032403003114,SHINE,,,60,436,26160,2026-03-24,182583370,473,,,2026-03-24T11:49:19.367322,Shine Resunga Development Bank Ltd.
2026032405008205,DORDI,,,745,317,236165,2026-03-24,182583369,8070,,,2026-03-24T11:49:19.353981,Dordi Khola Jal Bidyut Company Limited
2026032405008204,DORDI,,,10,317,3170,2026-03-24,182583363,8070,,,2026-03-24T11:49:19.35386,Dordi Khola Jal Bidyut Company Limited
2026032405008203,DORDI,,,20,317,6340,2026-03-24,182583359,8070,,,2026-03-24T11:49:19.353728,Dordi Khola Jal Bidyut Company Limited
2026032405008202,DORDI,,,100,317,31700,2026-03-24,182583355,8070,,,2026-03-24T11:49:19.353428,Dordi Khola Jal Bidyut Company Limited
2026032403003113,PFL,,,640,433,277120,2026-03-24,182583366,236,,,2026-03-24T11:49:19.351053,Pokhara Finance Ltd.
2026032403003112,PFL,,,20,433,8660,2026-03-24,182583364,236,,,2026-03-24T11:49:19.350949,Pokhara Finance Ltd.
2026032403003111,PFL,,,10,434,4340,2026-03-24,182583360,236,,,2026-03-24T11:49:19.350876,Pokhara Finance Ltd.
2026032403003110,PFL,,,200,434,86800,2026-03-24,182583356,236,,,2026-03-24T11:49:19.350806,Pokhara Finance Ltd.
2026032403003109,PFL,,,130,434,56420,2026-03-24,182583353,236,,,2026-03-24T11:49:19.350692,Pokhara Finance Ltd.
2026032404011107,UNHPL,,,500,537.9,268950,2026-03-24,182583350,2831,,,2026-03-24T11:49:19.266932,Union Hydropower Limited
2026032404011106,UAIL,,,10,503.9,5039,2026-03-24,182583348,180,,,2026-03-24T11:49:19.093787,United Ajod Insurance Limited
2026032405008201,BHL,,,10,255,2550,2026-03-24,182583347,8055,,,2026-03-24T11:49:19.057938,Balephi Hydropower Limited
2026032405008200,SMJC,,,10,492.2,4922,2026-03-24,182583344,9159,,,2026-03-24T11:49:18.32786,Sagarmatha Jalabidhyut Company Limited
2026032404011105,NGPL,,,1,494,494,2026-03-24,182583342,2743,,,2026-03-24T11:49:17.99193,Ngadi Group Power Ltd.
2026032405008199,HIDCL,,,58,297.1,17231.8,2026-03-24,182583340,2742,,,2026-03-24T11:49:17.794833,Hydorelectricity Investment and Development Company Ltd
2026032401008377,DHEL,,,10,705,7050,2026-03-24,182583338,9293,,,2026-03-24T11:49:16.93946,Daramkhola Hydro Energy Limited
2026032401008376,SABBL,,,10,1848.1,18481,2026-03-24,182583336,9305,,,2026-03-24T11:49:16.848248,Salapa Bikas Bank Limited
2026032403003108,PROFL,,,11,509.5,5604.5,2026-03-24,182583335,338,,,2026-03-24T11:49:16.653466,Progressive Finance Limited
2026032405008198,SMATA,,,10,899,8990,2026-03-24,182583332,2761,,,2026-03-24T11:49:16.529242,Samata Gharelu Laghubitta Bittiya Sanstha Limited
2026032405008197,MKHC,,,10,355.6,3556,2026-03-24,182583330,9149,,,2026-03-24T11:49:16.309871,Maya Khola Hydropower Company Limited
2026032405008196,GCIL,,,1,477,477,2026-03-24,182583328,9193,,,2026-03-24T11:49:15.949785,Ghorahi Cement Industry Limited
2026032405008195,GCIL,,,50,477,23850,2026-03-24,182583326,9193,,,2026-03-24T11:49:15.94953,Ghorahi Cement Industry Limited
2026032404011104,UNHPL,,,47,539,25333,2026-03-24,182583325,2831,,,2026-03-24T11:49:15.913388,Union Hydropower Limited
2026032404011103,UNHPL,,,623,538,335174,2026-03-24,182583322,2831,,,2026-03-24T11:49:15.913305,Union Hydropower Limited
2026032403003107,PROFL,,,100,507,50700,2026-03-24,182583320,338,,,2026-03-24T11:49:15.911525,Progressive Finance Limited
2026032404011102,NGPL,,,161,497,80017,2026-03-24,182583318,2743,,,2026-03-24T11:49:15.82054,Ngadi Group Power Ltd.
2026032404011101,NGPL,,,40,497,19880,2026-03-24,182583317,2743,,,2026-03-24T11:49:15.819411,Ngadi Group Power Ltd.
2026032403003106,GMFIL,,,1000,524.1,524100,2026-03-24,182583314,263,,,2026-03-24T11:49:15.469002,Guheshowori Merchant Bank & Finance Co. Ltd.
2026032401008375,BANDIPUR,,,10,947.1,9471,2026-03-24,182583312,9297,,,2026-03-24T11:49:14.739202,Bandipur Cablecar and Tourism Limited
2026032404011100,SHEL,,,100,353.9,35390,2026-03-24,182583311,2934,,,2026-03-24T11:49:14.728148,Singati Hydro Energy Limited
2026032401008374,PCBL,,,500,264,132000,2026-03-24,182583308,357,,,2026-03-24T11:49:14.689922,Prime Commercial Bank Ltd.
2026032404011099,RADHI,,,167,903,150801,2026-03-24,182583306,2776,,,2026-03-24T11:49:14.322643,Radhi Bidyut Company Ltd
2026032404011098,RADHI,,,500,903,451500,2026-03-24,182583305,2776,,,2026-03-24T11:49:14.322138,Radhi Bidyut Company Ltd
2026032404011097,RADHI,,,298,903,269094,2026-03-24,182583303,2776,,,2026-03-24T11:49:14.321519,Radhi Bidyut Company Ltd
2026032404011096,HDHPC,,,22,263.8,5803.6,2026-03-24,182583301,2880,,,2026-03-24T11:49:14.072389,Himal Dolakha Hydropower Company Limited
2026032404011095,API,,,5,358,1790,2026-03-24,182583298,697,,,2026-03-24T11:49:14.071615,Api Power Company Ltd.
2026032404011094,MHNL,,,70,315,22050,2026-03-24,182583296,2811,,,2026-03-24T11:49:14.042026,Mountain Hydro Nepal Limited
2026032405008194,SMATA,,,50,899,44950,2026-03-24,182583294,2761,,,2026-03-24T11:49:14.009364,Samata Gharelu Laghubitta Bittiya Sanstha Limited
2026032404011093,SJCL,,,50,358,17900,2026-03-24,182583292,2842,,,2026-03-24T11:49:13.452436,SANJEN JALAVIDHYUT COMPANY LIMITED
2026032403003105,JFL,,,100,465,46500,2026-03-24,182583291,250,,,2026-03-24T11:49:13.431448,Janaki Finance Company Limited
2026032403003104,JFL,,,18,465,8370,2026-03-24,182583289,250,,,2026-03-24T11:49:13.431347,Janaki Finance Company Limited
2026032404011092,RADHI,,,3538,903,3194814,2026-03-24,182583286,2776,,,2026-03-24T11:49:13.394402,Radhi Bidyut Company Ltd
2026032404011091,RADHI,,,1000,903.1,903100,2026-03-24,182583285,2776,,,2026-03-24T11:49:13.394288,Radhi Bidyut Company Ltd
2026032404011090,RADHI,,,1000,904,904000,2026-03-24,182583283,2776,,,2026-03-24T11:49:13.394222,Radhi Bidyut Company Ltd
2026032404011089,RADHI,,,200,904.1,180820,2026-03-24,182583281,2776,,,2026-03-24T11:49:13.394151,Radhi Bidyut Company Ltd
2026032404011088,RADHI,,,200,905,181000,2026-03-24,182583279,2776,,,2026-03-24T11:49:13.394032,Radhi Bidyut Company Ltd
2026032401008373,SABBL,,,10,1848.1,18481,2026-03-24,182583274,9305,,,2026-03-24T11:49:13.306143,Salapa Bikas Bank Limited
2026032405008193,SMATA,,,107,899,96193,2026-03-24,182583275,2761,,,2026-03-24T11:49:13.305965,Samata Gharelu Laghubitta Bittiya Sanstha Limited
2026032404011087,KKHC,,,36,293.2,10555.2,2026-03-24,182583272,2751,,,2026-03-24T11:49:12.920783,Khanikhola Hydropower Co. Ltd.
2026032405008192,NRM,,,200,465,93000,2026-03-24,182583270,9183,,,2026-03-24T11:49:12.904915,Nepal Republic Media Limited
2026032403003103,SAPDBL,,,45,915,41175,2026-03-24,182583268,2860,,,2026-03-24T11:49:12.789105,Saptakoshi Development Bank Ltd
2026032403003102,SAPDBL,,,100,915,91500,2026-03-24,182583267,2860,,,2026-03-24T11:49:12.788844,Saptakoshi Development Bank Ltd
2026032403003101,SAPDBL,,,10,915,9150,2026-03-24,182583265,2860,,,2026-03-24T11:49:12.788627,Saptakoshi Development Bank Ltd
2026032403003100,SAPDBL,,,45,915,41175,2026-03-24,182583263,2860,,,2026-03-24T11:49:12.788268,Saptakoshi Development Bank Ltd
2026032404011086,SHEL,,,50,353,17650,2026-03-24,182583260,2934,,,2026-03-24T11:49:12.561471,Singati Hydro Energy Limited
2026032404011085,NGPL,,,350,497,173950,2026-03-24,182583258,2743,,,2026-03-24T11:49:12.542956,Ngadi Group Power Ltd.
2026032404011084,NGPL,,,35,497,17395,2026-03-24,182583257,2743,,,2026-03-24T11:49:12.54178,Ngadi Group Power Ltd.
2026032405008191,HDL,,,40,1252,50080,2026-03-24,182583254,235,,,2026-03-24T11:49:11.875372,Himalayan Distillery Limited
2026032405008190,HDL,,,20,1252.2,25044,2026-03-24,182583253,235,,,2026-03-24T11:49:11.874944,Himalayan Distillery Limited
2026032404011083,AKJCL,,,196,417,81732,2026-03-24,182583250,2788,,,2026-03-24T11:49:11.708995,Ankhu Khola Jalvidhyut Company Ltd
2026032404011082,AKJCL,,,500,417,208500,2026-03-24,182583248,2788,,,2026-03-24T11:49:11.708739,Ankhu Khola Jalvidhyut Company Ltd
2026032401008372,BHCL,,,10,595.2,5952,2026-03-24,182583246,9267,,,2026-03-24T11:49:11.568042,Bikash Hydropower Company Limited
2026032405008189,SIKLES,,,11,646,7106,2026-03-24,182583244,8126,,,2026-03-24T11:49:11.192309,Sikles Hydropower Limited
2026032405008188,SMATA,,,98,899,88102,2026-03-24,182583242,2761,,,2026-03-24T11:49:11.187966,Samata Gharelu Laghubitta Bittiya Sanstha Limited
2026032405008187,SMATA,,,22,899,19778,2026-03-24,182583241,2761,,,2026-03-24T11:49:11.187733,Samata Gharelu Laghubitta Bittiya Sanstha Limited
2026032401008371,SYPNL,,,10,1850.2,18502,2026-03-24,182583238,9303,,,2026-03-24T11:49:11.060664,SY Panel Nepal Limited
2026032405008186,NRN,,,10,1647,16470,2026-03-24,182583237,2898,,,2026-03-24T11:49:11.058706,NRN Infrastructure and Development Limited
2026032405008185,BHDC,,,11,506,5566,2026-03-24,182583234,8075,,,2026-03-24T11:49:10.886494,Bindhyabasini Hydropower Development Company Limited
2026032403003099,SAPDBL,,,3,917,2751,2026-03-24,182583232,2860,,,2026-03-24T11:49:10.851356,Saptakoshi Development Bank Ltd
2026032403003098,VLBS,,,10,836,8360,2026-03-24,182583231,687,,,2026-03-24T11:49:10.682422,Vijaya laghubitta Bittiya Sanstha Ltd.
2026032403003097,VLBS,,,10,836,8360,2026-03-24,182583228,687,,,2026-03-24T11:49:10.682157,Vijaya laghubitta Bittiya Sanstha Ltd.
2026032405008184,VLUCL,,,500,596.9,298450,2026-03-24,182583227,9225,,,2026-03-24T11:49:10.484487,Vision Lumbini Urja Company Limited 
2026032403003096,VLBS,,,10,835,8350,2026-03-24,182583224,687,,,2026-03-24T11:49:10.03443,Vijaya laghubitta Bittiya Sanstha Ltd.
2026032401008370,KBL,,,10,244.5,2445,2026-03-24,182583223,142,,,2026-03-24T11:49:09.826133,Kumari Bank Limited
2026032404011081,RHPL,,,200,322,64400,2026-03-24,182583221,2841,,,2026-03-24T11:49:09.694921,RASUWAGADHI HYDROPOWER COMPANY LIMITED
2026032404011080,RHPL,,,100,321.9,32190,2026-03-24,182583218,2841,,,2026-03-24T11:49:09.694708,RASUWAGADHI HYDROPOWER COMPANY LIMITED
2026032405008183,RNLI,,,28,499,13972,2026-03-24,182583216,9199,,,2026-03-24T11:49:09.501896,Reliable Nepal Life Insurance Limited
2026032405008182,RNLI,,,1500,499,748500,2026-03-24,182583215,9199,,,2026-03-24T11:49:09.501823,Reliable Nepal Life Insurance Limited
